copy and paste JSON data,,,,,,,,add manually,automatic calculation,,,,,,,,num,start,end,opening hours,closing hours,stage,weapon 1,weapon 2,weapon 3,weapon 4,rare wepon,weapon set type,weapons text
426,1567468800,1567598400,5,5010,6000,5000,4020,,0,4,5010,6000,5000,4020,0,0,427,2019/09/05 3:00,2019/09/06 15:00,36,6,シェケナダム,プロモデラーMG,ボールドマーカー,プライムシューター,ラピッドブラスター,,普通編成,"プロモデラーMG,ボールドマーカー,プライムシューター,ラピッドブラスター"
427,1567620000,1567749600,1,30,0,70,240,,0,0,30,0,70,240,0,0,428,2019/09/06 21:00,2019/09/08 15:00,42,6,朽ちた箱舟 ポラリス,ヴァリアブルローラー,クラッシュブラスター,オーバーフロッシャー,Rブラスターエリート,,普通編成,"ヴァリアブルローラー,クラッシュブラスター,オーバーフロッシャー,Rブラスターエリート"
428,1567771200,1567922400,5,1030,230,3030,250,,0,4,1030,230,3030,250,0,0,429,2019/09/08 21:00,2019/09/10 9:00,36,6,トキシラズいぶし工房,スプラローラー,N-ZAP85,バケットスロッシャー,スプラスコープ,,普通編成,"スプラローラー,N-ZAP85,バケットスロッシャー,スプラスコープ"
429,1567944000,1568073600,4,1010,60,3000,2020,,0,3,1010,60,3000,2020,0,0,430,2019/09/10 15:00,2019/09/12 3:00,36,6,難破船ドン･ブラコ,デュアルスイーパー,.52ガロン,H3リールガン,14式竹筒銃・甲,,普通編成,"デュアルスイーパー,.52ガロン,H3リールガン,14式竹筒銃・甲"
430,1568095200,1568224800,2,5030,50,310,2050,,0,1,5030,50,310,2050,0,0,431,2019/09/12 9:00,2019/09/13 21:00,36,6,シェケナダム,クアッドホッパーブラック,ヒッセン,ホットブラスター,4Kスコープ,,普通編成,"クアッドホッパーブラック,ヒッセン,ホットブラスター,4Kスコープ"
431,1568246400,1568376000,1,5040,3010,210,2040,,0,0,5040,3010,210,2040,0,0,432,2019/09/14 3:00,2019/09/15 21:00,42,6,海上集落シャケト場,スパッタリー,プライムシューター,エクスプロッシャー,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"スパッタリー,プライムシューター,エクスプロッシャー,緑？ (クマサン印のシェルター)"
432,1568397600,1568548800,3,5000,70,3040,-1,7010,1,2,5000,70,3040,8010,1,0,433,2019/09/16 3:00,2019/09/17 15:00,36,6,朽ちた箱舟 ポラリス,クーゲルシュライバー,ヴァリアブルローラー,バレルスピナー,スクイックリンα,,普通編成,"クーゲルシュライバー,ヴァリアブルローラー,バレルスピナー,スクイックリンα"
433,1568570400,1568700000,5,4030,1030,4010,2000,,0,4,4030,1030,4010,2000,0,0,434,2019/09/17 21:00,2019/09/19 9:00,36,6,トキシラズいぶし工房,ボールドマーカー,ケルビン525,L3リールガン,ソイチューバー,,普通編成,"ボールドマーカー,ケルビン525,L3リールガン,ソイチューバー"
434,1568721600,1568851200,4,0,5020,300,2060,,0,3,0,5020,300,2060,0,0,435,2019/09/19 15:00,2019/09/21 3:00,36,6,海上集落シャケト場,ノヴァブラスター,スクリュースロッシャー,ノーチラス47,ハイドラント,,普通編成,"ノヴァブラスター,スクリュースロッシャー,ノーチラス47,ハイドラント"
435,1568872800,1569002400,3,200,3020,4040,4020,,0,2,200,3020,4040,4020,0,0,436,2019/09/21 9:00,2019/09/23 3:00,42,6,朽ちた箱舟 ポラリス,緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),クマサン印のブラスター,全緑編成,"緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター),緑？ (クマサン印のブラスター)"
436,1569024000,1569175200,5,-1,-1,-1,-1,7000,2,4,8000,8000,8000,8000,4,0,437,2019/09/23 9:00,2019/09/24 21:00,36,6,難破船ドン･ブラコ,ダイナモローラー,N-ZAP85,プライムシューター,ラピッドブラスター,,普通編成,"ダイナモローラー,N-ZAP85,プライムシューター,ラピッドブラスター"
437,1569196800,1569326400,2,1020,60,70,240,,0,1,1020,60,70,240,0,0,438,2019/09/25 3:00,2019/09/26 15:00,36,6,シェケナダム,クアッドホッパーブラック,ケルビン525,スプラマニューバー,スプラスコープ,,普通編成,"クアッドホッパーブラック,ケルビン525,スプラマニューバー,スプラスコープ"
438,1569348000,1569477600,1,5040,5020,5010,2020,,0,0,5040,5020,5010,2020,0,0,439,2019/09/26 21:00,2019/09/28 9:00,36,6,トキシラズいぶし工房,スプラシューター,ボトルガイザー,スクリュースロッシャー,ハイドラント,,普通編成,"スプラシューター,ボトルガイザー,スクリュースロッシャー,ハイドラント"
439,1569499200,1569628800,4,40,400,3020,4020,,0,3,40,400,3020,4020,0,0,440,2019/09/28 15:00,2019/09/30 9:00,42,6,海上集落シャケト場,ホットブラスター,スプラローラー,シャープマーカー,ソイチューバー,,普通編成,"ホットブラスター,スプラローラー,シャープマーカー,ソイチューバー"
440,1569650400,1569801600,3,210,1010,20,2060,,0,2,210,1010,20,2060,0,0,441,2019/09/30 15:00,2019/10/02 3:00,36,6,難破船ドン･ブラコ,バケットスロッシャー,オーバーフロッシャー,クラッシュブラスター,4Kスコープ,,普通編成,"バケットスロッシャー,オーバーフロッシャー,クラッシュブラスター,4Kスコープ"
441,1569823200,1569952800,2,3000,3030,230,2040,,0,1,3000,3030,230,2040,0,0,442,2019/10/02 9:00,2019/10/03 21:00,36,6,シェケナダム,スパッタリー,ボールドマーカー,スプラマニューバー,Rブラスターエリート,,普通編成,"スパッタリー,ボールドマーカー,スプラマニューバー,Rブラスターエリート"
442,1569974400,1570104000,1,5000,0,5010,250,,0,0,5000,0,5010,250,0,0,443,2019/10/04 3:00,2019/10/05 15:00,36,6,朽ちた箱舟 ポラリス,ノーチラス47,H3リールガン,N-ZAP85,バレルスピナー,,普通編成,"ノーチラス47,H3リールガン,N-ZAP85,バレルスピナー"
443,1570125600,1570255200,5,4040,310,60,4010,,0,4,4040,310,60,4010,0,0,444,2019/10/05 21:00,2019/10/07 15:00,42,6,トキシラズいぶし工房,デュアルスイーパー,プロモデラーMG,キャンピングシェルター,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"デュアルスイーパー,プロモデラーMG,キャンピングシェルター,緑？ (クマサン印のブラスター)"
444,1570276800,1570428000,4,5030,30,6010,-1,7000,1,3,5030,30,6010,8000,1,0,445,2019/10/07 21:00,2019/10/09 9:00,36,6,海上集落シャケト場,.96ガロン,パラシェルター,ケルビン525,ジェットスイーパー,,普通編成,".96ガロン,パラシェルター,ケルビン525,ジェットスイーパー"
445,1570449600,1570579200,3,80,6000,5020,90,,0,2,80,6000,5020,90,0,0,446,2019/10/09 15:00,2019/10/11 3:00,36,6,難破船ドン･ブラコ,スプラシューター,.52ガロン,スパッタリー,リッター4K,,普通編成,"スプラシューター,.52ガロン,スパッタリー,リッター4K"
446,1570600800,1570730400,2,40,50,5000,2030,,0,1,40,50,5000,2030,0,0,447,2019/10/11 9:00,2019/10/12 21:00,36,6,シェケナダム,ノーチラス47,ヴァリアブルローラー,スパイガジェット,スクイックリンα,,普通編成,"ノーチラス47,ヴァリアブルローラー,スパイガジェット,スクイックリンα"
447,1570752000,1570881600,1,4040,1030,6020,2000,,0,0,4040,1030,6020,2000,0,0,448,2019/10/13 3:00,2019/10/14 21:00,42,6,朽ちた箱舟 ポラリス,スプラローラー,デュアルスイーパー,L3リールガン,スプラスコープ,,普通編成,"スプラローラー,デュアルスイーパー,L3リールガン,スプラスコープ"
448,1570903200,1571054400,5,1010,5030,300,2020,,0,4,1010,5030,300,2020,0,0,449,2019/10/15 3:00,2019/10/16 15:00,36,6,トキシラズいぶし工房,カーボンローラー,シャープマーカー,バレルスピナー,ラピッドブラスター,,普通編成,"カーボンローラー,シャープマーカー,バレルスピナー,ラピッドブラスター"
449,1571076000,1571205600,4,1000,20,4010,240,,0,3,1000,20,4010,240,0,0,450,2019/10/16 21:00,2019/10/18 9:00,36,6,海上集落シャケト場,N-ZAP85,わかばシューター,ダイナモローラー,14式竹筒銃・甲,,普通編成,"N-ZAP85,わかばシューター,ダイナモローラー,14式竹筒銃・甲"
450,1571227200,1571356800,3,60,10,1020,2050,,0,2,60,10,1020,2050,0,0,451,2019/10/18 15:00,2019/10/20 3:00,36,6,難破船ドン･ブラコ,オーバーフロッシャー,クアッドホッパーブラック,ヴァリアブルローラー,ジェットスイーパー,,普通編成,"オーバーフロッシャー,クアッドホッパーブラック,ヴァリアブルローラー,ジェットスイーパー"
451,1571378400,1571508000,2,3030,5040,1030,90,,0,1,3030,5040,1030,90,0,0,452,2019/10/20 9:00,2019/10/22 3:00,42,6,シェケナダム,クーゲルシュライバー,ノヴァブラスター,バケットスロッシャー,Rブラスターエリート,,普通編成,"クーゲルシュライバー,ノヴァブラスター,バケットスロッシャー,Rブラスターエリート"
452,1571529600,1571680800,1,4030,200,3000,250,,0,0,4030,200,3000,250,0,0,453,2019/10/22 9:00,2019/10/23 21:00,36,6,朽ちた箱舟 ポラリス,スプラシューター,ヒッセン,デュアルスイーパー,ラピッドブラスター,,普通編成,"スプラシューター,ヒッセン,デュアルスイーパー,ラピッドブラスター"
453,1571702400,1571832000,5,40,3010,5030,240,,0,4,40,3010,5030,240,0,0,454,2019/10/24 3:00,2019/10/25 15:00,36,6,海上集落シャケト場,ボトルガイザー,クラッシュブラスター,シャープマーカー,4Kスコープ,,普通編成,"ボトルガイザー,クラッシュブラスター,シャープマーカー,4Kスコープ"
454,1571853600,1571983200,3,400,230,20,2040,,0,2,400,230,20,2040,0,0,455,2019/10/25 21:00,2019/10/27 15:00,42,6,シェケナダム,L3リールガン,スパッタリー,スクリュースロッシャー,リッター4K,,普通編成,"L3リールガン,スパッタリー,スクリュースロッシャー,リッター4K"
455,1572004800,1572156000,1,300,5000,3020,2030,,0,0,300,5000,3020,2030,0,0,456,2019/10/27 21:00,2019/10/29 9:00,36,6,朽ちた箱舟 ポラリス,ホットブラスター,スパイガジェット,ヴァリアブルローラー,ソイチューバー,,普通編成,"ホットブラスター,スパイガジェット,ヴァリアブルローラー,ソイチューバー"
456,1572177600,1572307200,5,210,6020,1030,2060,,0,4,210,6020,1030,2060,0,0,457,2019/10/29 15:00,2019/10/31 3:00,36,6,海上集落シャケト場,ケルビン525,スプラシューター,バケットスロッシャー,スプラスコープ,,普通編成,"ケルビン525,スプラシューター,バケットスロッシャー,スプラスコープ"
457,1572328800,1572458400,3,5020,40,3000,2020,,0,2,5020,40,3000,2020,0,0,458,2019/10/31 9:00,2019/11/01 21:00,36,6,トキシラズいぶし工房,シャープマーカー,スプラマニューバー,クーゲルシュライバー,14式竹筒銃・甲,,普通編成,"シャープマーカー,スプラマニューバー,クーゲルシュライバー,14式竹筒銃・甲"
458,1572480000,1572609600,4,20,5010,4030,2050,,0,3,20,5010,4030,2050,0,0,459,2019/11/02 3:00,2019/11/03 21:00,42,6,難破船ドン･ブラコ,クアッドホッパーブラック,ボールドマーカー,キャンピングシェルター,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"クアッドホッパーブラック,ボールドマーカー,キャンピングシェルター,緑？ (クマサン印のブラスター)"
459,1572631200,1572782400,2,5040,0,6010,-1,7000,1,1,5040,0,6010,8000,1,0,460,2019/11/04 3:00,2019/11/05 15:00,36,6,シェケナダム,カーボンローラー,スプラスピナー,ロングブラスター,スクイックリンα,,普通編成,"カーボンローラー,スプラスピナー,ロングブラスター,スクイックリンα"
460,1572804000,1572933600,1,1000,4000,220,2000,,0,0,1000,4000,220,2000,0,0,461,2019/11/05 21:00,2019/11/07 9:00,36,6,朽ちた箱舟 ポラリス,ダイナモローラー,オーバーフロッシャー,スプラシューター,スプラチャージャー,,普通編成,"ダイナモローラー,オーバーフロッシャー,スプラシューター,スプラチャージャー"
461,1572955200,1573084800,5,1020,3030,40,2010,,0,4,1020,3030,40,2010,0,0,462,2019/11/07 15:00,2019/11/09 3:00,36,6,トキシラズいぶし工房,スプラローラー,わかばシューター,エクスプロッシャー,ハイドラント,,普通編成,"スプラローラー,わかばシューター,エクスプロッシャー,ハイドラント"
462,1573106400,1573236000,4,1010,10,3040,4020,,0,3,1010,10,3040,4020,0,0,463,2019/11/09 9:00,2019/11/11 3:00,42,6,海上集落シャケト場,パブロ,スパイガジェット,ホクサイ,リッター4K,,普通編成,"パブロ,スパイガジェット,ホクサイ,リッター4K"
463,1573257600,1573408800,3,1100,6020,1110,2030,,0,2,1100,6020,1110,2030,0,0,464,2019/11/11 9:00,2019/11/12 21:00,36,6,難破船ドン･ブラコ,クラッシュブラスター,スプラマニューバー,N-ZAP85,スプラスコープ,,普通編成,"クラッシュブラスター,スプラマニューバー,N-ZAP85,スプラスコープ"
464,1573430400,1573560000,2,230,5010,60,2020,,0,1,230,5010,60,2020,0,0,465,2019/11/13 3:00,2019/11/14 15:00,36,6,朽ちた箱舟 ポラリス,L3リールガン,スクリュースロッシャー,カーボンローラー,スクイックリンα,,普通編成,"L3リールガン,スクリュースロッシャー,カーボンローラー,スクイックリンα"
465,1573581600,1573711200,5,300,3020,1000,2000,,0,4,300,3020,1000,2000,0,0,466,2019/11/14 21:00,2019/11/16 9:00,36,6,シェケナダム,プロモデラーMG,ヴァリアブルローラー,バレルスピナー,ラピッドブラスター,,普通編成,"プロモデラーMG,ヴァリアブルローラー,バレルスピナー,ラピッドブラスター"
466,1573732800,1573862400,1,30,1030,4010,240,,0,0,30,1030,4010,240,0,0,467,2019/11/16 15:00,2019/11/18 9:00,42,6,トキシラズいぶし工房,緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),クマサン印のシェルター,全緑編成,"緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター)"
467,1573884000,1574035200,4,-1,-1,-1,-1,7010,2,3,8010,8010,8010,8010,4,0,468,2019/11/18 15:00,2019/11/20 3:00,36,6,海上集落シャケト場,スプラスピナー,バケットスロッシャー,パブロ,4Kスコープ,,普通編成,"スプラスピナー,バケットスロッシャー,パブロ,4Kスコープ"
